TAXON CONCEPT ID,SCIENTIFIC NAME,count,map_index,sort v2023
avibase-34DA7F52,Motacilla flava,208,403,31165
avibase-52BA5813,Motacilla flava,333,403,31173
avibase-5983D677,Motacilla flava,4408,403,31164
avibase-876F7E82,Motacilla flava,56,403,31169
avibase-9CAAD123,Motacilla flava,9,403,31168
avibase-C0876FE9,Motacilla flava,183,403,31172
avibase-CE7D41A6,Motacilla aguimp,361,405,31199
avibase-34B07766,Motacilla alba,2,405,31206
avibase-400E032C,Motacilla alba,1700,405,31202
avibase-80A3185D,Motacilla alba,1184,405,31203
avibase-250CDA58,Anthus campestris,228,406,31294
avibase-ECC3F122,Anthus leucophrys,265,407,31295
avibase-365F5E97,Anthus trivialis,584,408,31336
avibase-319D044A,Anthus cervinus,41,409,31349
avibase-0D9BFED1,Macronyx croceus,134,410,31414
avibase-3996ECD0,Prionops plumatus,962,411,19526
avibase-E12A0349,Prionops plumatus,163,411,19527
avibase-967545BC,Nilaus afer,947,412,19655
avibase-7DE7F0ED,Dryoscopus gambensis,1889,413,19665
avibase-022798AB,Tchagra senegalus,2070,414,19692
avibase-6E5BE71A,Tchagra senegalus,300,414,19694
avibase-5B3BD7A0,Laniarius barbarus,7727,415,19750
avibase-F3DCCA8F,Telophorus sulfureopectus,366,416,19784
avibase-641068BB,Malaconotus blanchoti,493,417,19814
avibase-E44FAD6F,Lanius corvinus,3992,418,20732
avibase-AD5D8944,Lanius excubitor,282,420,20710
avibase-DB2501EE,Lanius excubitor,381,420,20705
avibase-5E7D2196,Lanius senator,592,421,20763
avibase-5E9F5905,Lanius senator,2,421,20764
avibase-7E70D490,Lanius senator,2290,421,20762
avibase-92A772BB,Oriolus oriolus,18,422,19253
avibase-D4866EAE,Oriolus auratus,1722,423,19256
avibase-84249EE3,Dicrurus sharpei,2,424,20022
avibase-C8555A05,Dicrurus sharpei,54,424,20023
avibase-11FE7313,Dicrurus adsimilis,630,425,20032
avibase-7763FEC8,Dicrurus adsimilis,3168,425,20038
avibase-DB82ABEA,Onychognathus neumanni,87,426,27448
avibase-18B10CF9,Lamprotornis splendidus,336,427,27498
avibase-6A0BA87A,Lamprotornis purpureus,4018,428,27524
avibase-0319D393,Lamprotornis chloropterus,236,429,27513
avibase-0AA15ACA,Lamprotornis chloropterus,1280,429,27512
avibase-AEEED5D0,Lamprotornis chalcurus,1208,430,27528
avibase-7DDB347E,Lamprotornis chalybaeus,3674,431,27518
avibase-56713D11,Lamprotornis caudatus,10893,432,27492
avibase-B1A3AF6C,Cinnyricinclus leucogaster,268,433,27440
avibase-B92C3566,Lamprotornis pulcher,2200,434,27506
avibase-5D970425,Buphagus africanus,1728,436,27227
avibase-4C35510F,Ptilostomus afer,3892,437,21122
avibase-34D538E1,Corvus albus,10964,438,21227
avibase-F2024545,Corvus ruficollis,2,439,21228
avibase-6E682612,Coracina pectoralis,10,440,18315
avibase-439F76D1,Campephaga phoenicea,321,441,18426
avibase-6ABDB635,Pycnonotus barbatus,9854,442,24302
avibase-ADC1F0C9,Pycnonotus barbatus,3444,442,24303
avibase-5D82C13B,Stelgidillas gracilirostris,3,443,23892
avibase-3413C42C,Eurillas virens,1112,444,23965
avibase-3C8E84A6,Atimastillas flavicollis,130,446,23908
avibase-C73137EA,Atimastillas flavicollis,889,446,23907
avibase-EBE56736,Thescelocichla leucopleura,4,447,23912
avibase-E781F61C,Phyllastrephus scandens,315,448,24021
avibase-7927D0DD,Phyllastrephus albigularis,2,449,23989
avibase-D4CB1B89,Phyllastrephus albigularis,9,449,23988
avibase-D4B9EE90,Bleda canicapillus,549,450,23905
avibase-6413CE1A,Nicator chloris,17,452,22434
avibase-A0EDAEA2,Saxicola rubetra,444,453,29165
avibase-78B665BF,Saxicola torquatus,143,454,29189
avibase-CF2E9674,Saxicola torquatus,158,454,29188
avibase-8EC7846A,Oenanthe oenanthe,283,455,29283
avibase-AE947F55,Oenanthe oenanthe,47,455,29282
avibase-DF526047,Oenanthe oenanthe,1996,455,29281
avibase-3983013B,Oenanthe seebohmi,141,455,29286
avibase-CBB94183,Oenanthe hispanica,68,456,29301
avibase-078BC0ED,Oenanthe deserti,2,457,29297
avibase-E6C6F746,Oenanthe isabellina,65,458,29294
avibase-CD8DEBE3,Oenanthe familiaris,115,460,29328
avibase-E09F7223,Myrmecocichla aethiops,1030,461,29265
avibase-F8B6EC31,Thamnolaea cinnamomeiventris,64,463,29255
avibase-CC3B0B59,Oenanthe albifrons,300,464,29311
avibase-736D38E7,Monticola saxatilis,16,465,29150
avibase-41D76F4B,Monticola solitarius,79,466,29151
avibase-4C59ECEC,Monticola solitarius,6,466,29152
avibase-06DD9D95,Phoenicurus phoenicurus,1240,467,29109
avibase-3488A4C8,Phoenicurus phoenicurus,304,467,29110
avibase-6D92499B,Cercotrichas podobe,1392,468,28465
avibase-8073704D,Cercotrichas galactotes,159,469,28473
avibase-B68BD0D2,Cercotrichas galactotes,369,469,28468
avibase-E4672C85,Cercotrichas galactotes,92,469,28469
avibase-ECD2AB67,Alethe diademata,5,470,28445
avibase-FA3C53B8,Cossypha albicapillus,1916,471,28744
avibase-BB05D1FC,Cossypha niveicapilla,1453,472,28741
avibase-6068DA65,Luscinia megarhynchos,8,473,28898
avibase-7C7F0DEE,Luscinia megarhynchos,157,473,28897
avibase-725ABE7D,Luscinia svecica,9,474,28918
avibase-AFD6FD81,Luscinia svecica,52,474,28907
avibase-079BB199,Turdus pelios,291,476,28177
avibase-40A2405D,Turdus pelios,3201,476,28176
avibase-1FA0B593,Illadopsis fulvescens,3,477,25841
avibase-3805ACAD,Illadopsis fulvescens,5,477,25837
avibase-0058E798,Illadopsis puveli,5,479,25866
avibase-0179C599,Turdoides atripennis,20,480,26204
avibase-7827B822,Turdoides atripennis,9,480,26203
avibase-6EBDD2D5,Turdoides plebejus,4349,481,26213
avibase-A32E4E47,Turdoides reinwardtii,299,482,26238
avibase-D5BF7D2F,Turdoides reinwardtii,2561,482,26237
avibase-3EFD8DF0,Argya fulva,97,483,26188
avibase-2D46BB98,Locustella luscinioides,19,484,23386
avibase-BC0E4C9F,Locustella naevia,24,485,23392
avibase-C15141A6,Acrocephalus paludicola,11,486,23241
avibase-FED5AED5,Acrocephalus schoenobaenus,1081,487,23248
avibase-2346D69F,Acrocephalus scirpaceus,217,488,23264
avibase-34E27C2A,Acrocephalus scirpaceus,220,488,23268
avibase-3F0EE474,Acrocephalus scirpaceus,723,488,23263
avibase-B283E332,Acrocephalus arundinaceus,43,489,23295
avibase-C8857CC8,Acrocephalus rufescens,527,491,23286
avibase-1478AA79,Melocichla mentalis,38,492,22483
avibase-DCDD1BCA,Hippolais polyglotta,1266,493,23237
avibase-BAE527A2,Iduna pallida,25,494,23221
avibase-A7275096,Iduna opaca,2547,495,23226
avibase-95E7E0E5,Curruca hortensis,442,495,24906
avibase-A6A4FC63,Sylvia borin,156,496,24849
avibase-61F9065B,Sylvia atricapilla,459,497,24843
avibase-14AFBA82,Curruca communis,1143,498,24937
avibase-B0D09483,Curruca melanocephala,17,499,24926
avibase-3FC15B06,Curruca subalpina,16,500,24930
avibase-62A53820,Curruca iberiae,2552,500,24931
avibase-BFECF5F8,Curruca conspicillata,16,501,24942
avibase-88F4B969,Phylloscopus trochilus,950,502,24422
avibase-458C8CBE,Phylloscopus collybita,477,503,24433
avibase-F9F4B04D,Phylloscopus collybita,1305,503,24432
avibase-12EE678E,Phylloscopus ibericus,70,503,24443
avibase-C00674ED,Phylloscopus bonelli,1097,504,24373
avibase-47053A35,Cisticola erythrops,64,506,22941
avibase-8AB622BB,Cisticola erythrops,3,506,22942
avibase-6B64558B,Cisticola cantans,831,507,22949
avibase-5A184029,Cisticola lateralis,359,508,22957
avibase-1DA06308,Cisticola marginatus,810,509,23052
avibase-FB740D14,Cisticola natalensis,4,510,23079
avibase-6078DEED,Cisticola guinea,81,511,23017
avibase-FBDCA962,Cisticola brachypterus,151,512,23100
avibase-81851E47,Cisticola rufus,135,513,23110
avibase-4A1F1D11,Cisticola juncidis,443,514,23123
avibase-AEE2063F,Cisticola juncidis,2095,514,23115
avibase-A2C88219,Cisticola aridulus,191,515,23138
avibase-53E61277,Cisticola eximius,2,516,23155
avibase-2A88D0BC,Spiloptila clamans,296,517,22637
avibase-C67FD539,Prinia erythroptera,516,518,22913
avibase-63F72CA7,Prinia subflava,4864,519,22868
avibase-E70F9747,Apalis flavida,696,520,22675
avibase-EADB2314,Apalis flavida,78,520,22679
avibase-31557605,Hypergerus atriceps,1355,521,22939
avibase-4183643D,Camaroptera brachyura,2528,523,22607
avibase-DC456636,Camaroptera brachyura,2475,523,22606
avibase-9E034D83,Eremomela icteropygialis,441,524,22526
avibase-330BEC7E,Eremomela pusilla,2944,525,22536
avibase-83E5801B,Sylvietta virens,198,526,22439
avibase-0C8B9FA4,Sylvietta brachyura,414,528,22453
avibase-7542C6F1,Sylvietta brachyura,2196,528,22452
avibase-98BA31AA,Hylia prasina,274,529,24624
avibase-B142856F,Muscicapa striata,19,530,28328
avibase-EE8206E7,Muscicapa striata,63,530,28327
avibase-77F0C62C,Muscicapa aquatica,717,531,28338
avibase-5EA2B90C,Fraseria plumbea,134,532,28400
avibase-6E352E18,Ficedula hypoleuca,588,533,29058
avibase-EA749CEC,Fraseria cinerascens,13,534,28389
avibase-F188F8C8,Melaenornis edolioides,1645,535,28423
avibase-060AF4FA,Agricola pallidus,11,536,28368
avibase-FA03A965,Agricola pallidus,110,536,28367
avibase-0F82D614,Hyliota flavigaster,190,537,21505
avibase-66B40819,Batis senegalensis,1033,539,19505
avibase-E15225F1,Platysteira cyanea,2300,540,19455
avibase-56209052,Elminia longicauda,375,541,21522
avibase-0EDEEB49,Terpsiphone rufiventer,786,542,20373
avibase-A96F1467,Terpsiphone rufiventer,778,542,20374
avibase-75AAC17B,Terpsiphone viridis,2017,543,20392
avibase-5C70AA7D,Melaniparus guineensis,295,544,21840
avibase-5A636137,Anthoscopus punctifrons,136,545,21900
avibase-1ED6D9B4,Anthoscopus parvulus,364,546,21902
avibase-C13861D6,Anthreptes gabonicus,702,548,29668
avibase-857DCDD5,Anthreptes longuemarei,330,549,29669
avibase-B4640CFE,Anthreptes longuemarei,33,549,29670
avibase-1611F295,Hedydipna collaris,489,550,29688
avibase-B0E7740F,Hedydipna platura,2201,551,29698
avibase-EE79A5EF,Cyanomitra olivacea,49,552,29728
avibase-6DE16262,Cyanomitra verticalis,382,553,29706
avibase-AAE6F743,Cyanomitra verticalis,39,553,29707
avibase-0059A2E0,Chalcomitra senegalensis,3203,554,29758
avibase-8E9E45B5,Cinnyris venustus,2843,555,29921
avibase-B48D417F,Cinnyris venustus,356,555,29922
avibase-D2B15B3F,Cinnyris chloropygius,2,556,29831
avibase-1F21FFE9,Cinnyris cupreus,619,557,29933
avibase-48EC6C78,Cinnyris coccinigastrus,2690,558,29908
avibase-00D5E1C6,Cinnyris pulchellus,7965,559,29875
avibase-718A3B70,Cinnyris pulchellus,1436,559,29876
avibase-4C51CF28,Zosterops senegalensis,5,560,25260
avibase-EAC8528E,Zosterops senegalensis,994,560,25259
avibase-47210561,Emberiza hortulana,2,562,32220
avibase-BB11EE7F,Emberiza affinis,296,564,32163
avibase-17E7F90B,Emberiza goslingi,444,565,32257
avibase-C7C1A6EB,Emberiza sahari,1,566,32259
avibase-169B483C,Crithagra mozambica,2650,567,31846
avibase-C887C3FC,Crithagra leucopygia,1613,568,31843
avibase-1373D324,Ploceus luteolus,3468,571,30260
avibase-FC6C191F,Ploceus vitellinus,1293,572,30313
avibase-D8E67602,Ploceus heuglini,99,573,30321
avibase-6523C1F4,Ploceus cucullatus,1376,574,30330
avibase-E8AA9E1C,Ploceus cucullatus,7675,574,30328
avibase-19D053B3,Ploceus melanocephalus,3295,576,30343
avibase-2D3998EE,Ploceus brachypterus,1898,578,30265
avibase-E27AFD14,Malimbus nitens,7,579,30226
avibase-4B8D1BAD,Anaplectes rubriceps,5,580,30240
avibase-4D19099B,Anaplectes rubriceps,8,580,30239
avibase-F8041931,Quelea erythrops,13,581,30407
avibase-2B6DE136,Quelea quelea,4476,582,30408
avibase-4A58452B,Euplectes afer,734,583,30436
avibase-7B414273,Euplectes hordeaceus,862,585,30431
avibase-4167B45D,Euplectes macroura,10,586,30456
avibase-F5E0EA0D,Euplectes macroura,65,586,30454
avibase-3D122849,Euplectes franciscanus,3535,587,30428
avibase-C97A5C39,Anomalospiza imberbis,2,588,30960
avibase-864D4A4F,Bubalornis albirostris,3465,589,30190
avibase-2C504059,Plocepasser superciliosus,468,590,30206
avibase-240E3390,Passer domesticus,4054,591,31018
avibase-57816EB6,Passer domesticus,2,591,31026
avibase-E10D0809,Passer griseus,6816,592,31070
avibase-4C373DA1,Passer luteus,3100,593,31099
avibase-FCD72CEE,Gymnoris pyrgita,6,594,31103
avibase-969A369C,Gymnoris dentata,1349,595,31114
avibase-C90890A3,Sporopipes frontalis,310,596,30197
avibase-673E66F0,Vidua macroura,839,597,30927
avibase-BA01A793,Vidua chalybeata,3163,598,30938
avibase-0D1546EC,Vidua wilsoni,13,599,30945
avibase-DFCFAB2A,Vidua orientalis,509,600,30928
avibase-78607A22,Vidua interjecta,416,600,30931
avibase-76B35118,Euschistospiza dybowskii,15,601,30884
avibase-AD1CBF5A,Nigrita bicolor,5,603,30738
avibase-3817DA4A,Spermophaga haematina,466,604,30855
avibase-55B3AB24,Spermophaga haematina,36,604,30856
avibase-CDDA63E0,Amadina fasciata,1154,606,30825
avibase-01A3BE3C,Pytilia melba,163,607,30867
avibase-C7891867,Pytilia phoenicoptera,38,608,30878
avibase-1E79A7D7,Estrilda melpoda,1292,609,30774
avibase-D30DC715,Estrilda troglodytes,2345,610,30801
avibase-174BFAB6,Glaucestrilda caerulescens,3276,611,30760
avibase-EAE77D96,Uraeginthus bengalus,7537,612,30847
avibase-88C74BEE,Lagonosticta larvata,53,613,30920
avibase-93287BF3,Lagonosticta larvata,36,613,30921
avibase-43FE4788,Lagonosticta rufopicta,136,614,30916
avibase-B4A4E4BF,Lagonosticta senegala,9098,615,30893
avibase-A6034D7F,Lagonosticta rubricata,4,616,30900
avibase-8AC4DC43,Lagonosticta virata,143,616,30910
avibase-27012CC9,Lagonosticta rara,45,617,30913
avibase-ECC40D44,Amandava subflava,541,618,30834
avibase-8E5252EB,Ortygospiza atricollis,271,619,30807
avibase-94AD8E4A,Ortygospiza atricollis,330,619,30808
avibase-B8DC9636,Ortygospiza atricollis,1,619,30812
avibase-FC6A9CD0,Euodice cantans,2882,620,30545
avibase-64E386FE,Spermestes fringilloides,50,621,30536
avibase-142E4CB7,Spermestes cucullata,4462,623,30533
avibase-5672A1E0,Lamprotornis sp.,394,#N/A,27531
avibase-26D9F29E,Ploceus sp.,383,#N/A,30404
avibase-308228B1,Stercorarius sp. (jaeger sp.),361,#N/A,6333
avibase-803C64E9,Sterna hirundo/paradisaea,292,#N/A,6694
avibase-5C7D1CC1,Streptopelia sp.,284,#N/A,2083
avibase-55CCEE2D,Hirundinidae sp.,265,#N/A,23885
avibase-9C52632A,Nectariniidae sp. (sunbird sp.),240,#N/A,30080
avibase-FA1DD627,Ploceus brachypterus/nigricollis,236,#N/A,30270
avibase-CA851436,Euplectes sp.,216,#N/A,30479
avibase-D751C538,Procellariidae sp. (shearwater sp.),174,#N/A,7095
avibase-60A9B5E3,Phylloscopus sp.,157,#N/A,24622
avibase-A744B03C,Sterninae sp.,147,#N/A,6738
avibase-58A533AB,Stercorarius parasiticus/pomarinus,145,#N/A,6325
avibase-CFD25837,Passeriformes sp.,133,#N/A,35292
avibase-A28F0D10,Falco sp.,118,#N/A,11904
avibase-98CE5FF3,Turtur sp.,117,#N/A,2177
avibase-B81EFB36,Stercorarius sp. (skua sp.),117,#N/A,6334
avibase-DBACF9F8,Apus apus/pallidus,113,#N/A,4082
avibase-D916AABA,Egretta/Bubulcus/Ardea sp.,111,#N/A,7544
avibase-8D04DAAF,Larinae sp.,104,#N/A,6564
avibase-578C6971,Falco naumanni/tinnunculus,100,#N/A,11772
avibase-5945349B,Gyps sp.,98,#N/A,7760
avibase-07AD6C76,Cisticola sp.,92,#N/A,23199
avibase-090A5FFA,Calonectris diomedea/edwardsii,83,#N/A,7037
avibase-E578ADF2,Pelecanus sp.,82,#N/A,7303
avibase-8490C7B3,Circaetus sp.,78,#N/A,7805
avibase-905A5016,Curruca subalpina/iberiae/cantillans,75,#N/A,24936
avibase-EF4617E8,Picidae sp.,75,#N/A,11699
avibase-14EF1335,Apus/Tachymarptis sp.,74,#N/A,4133
avibase-52440FBD,Acrocephalus sp.,73,#N/A,23358
avibase-E8FAD0BB,Larus sp.,73,#N/A,6563
avibase-7AFF9ACE,Gyps africanus/rueppelli,71,#N/A,7751
avibase-586F2343,Oceanitidae/Hydrobatidae sp.,67,#N/A,6923
avibase-A2E4F761,Merops sp.,66,#N/A,10114
avibase-AD64B07F,Iduna pallida/opaca,64,#N/A,23227
avibase-7FC8B7ED,Charadriiformes sp.,61,#N/A,6316
avibase-F7D77F4A,Apodidae sp.,59,#N/A,4175
avibase-84E0CEF2,Accipitridae sp. (hawk sp.),52,#N/A,8380
avibase-C235C72D,Circus sp.,50,#N/A,7959
avibase-E6F5DF1B,Sylvia/Curruca sp.,50,#N/A,24952
avibase-008C4FA7,Phylloscopus collybita/ibericus,46,#N/A,24447
avibase-CA08045E,Accipiter sp.,42,#N/A,8157
avibase-9BCEC568,Calidris sp.,41,#N/A,6197
avibase-59C39D59,Tringa sp.,39,#N/A,6120
avibase-D674D91D,Alcedinidae sp.,37,#N/A,10042
avibase-AD6E9B95,Anthus sp.,36,#N/A,31406
avibase-02167D7E,Chlidonias sp.,35,#N/A,6668
avibase-18546CF6,Cossypha sp.,34,#N/A,28748
avibase-FED0179E,Stercorarius longicaudus/parasiticus,34,#N/A,6322
avibase-BC6F864F,Platalea sp.,33,#N/A,7615
avibase-BD7161A9,Anatidae sp. (dabbling duck sp.),33,#N/A,616
avibase-CDC724FD,Caprimulgidae sp.,33,#N/A,3759
avibase-20C23C74,Alaudidae sp.,31,#N/A,22427
avibase-07FFFF1F,Oenanthe sp.,29,#N/A,29378
avibase-7701002A,Sterna sp.,29,#N/A,6712
avibase-79A2F8F9,Prinia sp.,28,#N/A,22923
avibase-69A488E1,Calidris sp. (peep sp.),24,#N/A,6196
avibase-1CF04E2E,Argya/Turdoides sp.,23,#N/A,26254
avibase-528F0652,Phalacrocoracidae sp.,22,#N/A,7286
avibase-85281A76,Puffinus baroli/boydi,22,#N/A,7079
avibase-CDC09064,Pogoniulus sp.,20,#N/A,10403
avibase-830FF017,Phasianidae sp. (francolin/spurfowl sp.),18,#N/A,1784
avibase-83F7457A,Charadriidae sp.,18,#N/A,5930
avibase-FCBBCD61,Accipitridae sp. (old world vulture sp.),18,#N/A,7761
avibase-0C24147B,Accipitriformes/Falconiformes sp.,17,#N/A,11905
avibase-68E80B6A,Vidua sp. (indigobird sp.),16,#N/A,30958
avibase-C6E4B594,Lagonosticta sp.,15,#N/A,30924
avibase-F8FCE84A,Motacilla sp.,15,#N/A,31219
avibase-19258FED,Vidua sp.,14,#N/A,30959
avibase-4850C24A,Strigiformes sp.,12,#N/A,9193
avibase-A52C2048,Caprimulgus sp.,12,#N/A,3758
avibase-AA5D30DA,Cercotrichas sp.,12,#N/A,28494
avibase-4A24F0A2,Pterocles sp.,11,#N/A,2907
avibase-AABFC5F5,Phylloscopus trochilus/collybita,11,#N/A,24441
avibase-1FF0754B,Phoenicopteridae sp.,10,#N/A,1796
avibase-47B16A4A,Psittaciformes sp. (parrot sp.),10,#N/A,12966
avibase-6981FA41,Terpsiphone sp.,10,#N/A,20404
avibase-7F15E186,Estrilda sp.,9,#N/A,30806
avibase-8A3CDE4A,Indicatoridae sp.,9,#N/A,10783
avibase-8E03D909,Puffinus sp. (black-and-white shearwater sp.),8,#N/A,7094
avibase-C06D1FF2,Numenius phaeopus/arquata,8,#N/A,5997
avibase-D5384047,Estrildidae sp.,8,#N/A,30925
avibase-5428185D,Sulidae sp.,7,#N/A,7193
avibase-AD455318,Caprimulgus ruficollis/europaeus,7,#N/A,3662
avibase-30C94735,Scolopacidae sp. (large shorebird sp.),6,#N/A,6199
avibase-4F4A1BB5,Burhinus sp.,6,#N/A,5730
avibase-561DC9AC,Vanellus sp.,6,#N/A,5869
avibase-63CF1FD8,Muscicapa sp.,6,#N/A,28344
avibase-A435CAFE,Coracias sp.,6,#N/A,10136
avibase-AF0D818A,Aves sp.,6,#N/A,35293
avibase-E91E7830,Buteo sp.,6,#N/A,8377
avibase-2914C00D,Gallinago sp.,5,#N/A,6083
avibase-4E0F87B8,Helopsaltes/Locustella sp.,5,#N/A,23432
avibase-50DE709E,Otididae sp.,5,#N/A,2966
avibase-AEEF72BC,Circus macrourus/pygargus,5,#N/A,7958
avibase-B03ABA45,Rallidae sp. (rail/crake sp.),5,#N/A,5632
avibase-143A650F,Phoeniculus/Rhinopomastus sp.,4,#N/A,9442
avibase-195C3DCD,Terpsiphone rufiventer x viridis,4,#N/A,20403
avibase-1B8C48CC,Laridae sp.,4,#N/A,6739
avibase-2326328A,Limosa sp.,4,#N/A,6022
avibase-3AE2824D,Sylvietta sp.,4,#N/A,22479
avibase-5F827B99,Eremomela sp.,4,#N/A,22562
avibase-5FB8BF9B,Egretta garzetta x gularis,4,#N/A,7429
avibase-7E9CC505,Aquila sp.,4,#N/A,7891
avibase-BA7B32E6,Cuculus sp.,4,#N/A,3431
avibase-CA6480D9,Hydrobates sp.,4,#N/A,6920
avibase-D7BF5045,Anatidae (duck sp.),4,#N/A,750
avibase-E32DAEE2,Mirafra sp.,4,#N/A,22181
avibase-070E73F9,Stercorarius sp.,3,#N/A,6335
avibase-3EB9DD4F,Chrysococcyx caprius/klaas,3,#N/A,3293
avibase-43B8F8E1,Musophagidae sp.,3,#N/A,3021
avibase-521D2C7A,Passeriformes sp. (Old World warbler sp.),3,#N/A,24953
avibase-55CF958D,Lophoceros sp.,3,#N/A,9460
avibase-69E3504C,Accipitridae sp. (eagle sp.),3,#N/A,8381
avibase-8FB8FBF2,Hippolais sp.,3,#N/A,23240
avibase-D3FDB845,Columbidae sp.,3,#N/A,2855
avibase-52D7A2DB,Glareola sp.,2,#N/A,6315
avibase-56B23F76,Curruca sp.,2,#N/A,24951
avibase-5834C524,Cuculus gularis/canorus,2,#N/A,3426
avibase-6E8EA94E,Charadrius/Anarhynchus sp.,2,#N/A,5929
avibase-76CA334E,Oriolus sp.,2,#N/A,19328
avibase-7D6C466B,Calidris ferruginea/alpina,2,#N/A,6170
avibase-B053AC57,Hirundo sp.,2,#N/A,23752
avibase-08D76E8B,Dicrurus sp.,1,#N/A,20165
avibase-0C72A85C,Dryoscopus sp.,1,#N/A,19686
avibase-1B4CB03B,Limosa lapponica/limosa,1,#N/A,6014
avibase-428EC94D,Vidua sp. (whydah sp.),1,#N/A,30957
avibase-44F64746,Lanius collurio x senator,1,#N/A,20766
avibase-4525FBCE,Egretta garzetta/gularis,1,#N/A,7430
avibase-49D76695,Ardea alba/intermedia,1,#N/A,7501
avibase-4D321548,Ardeidae sp.,1,#N/A,7543
avibase-5F33823D,Curruca iberiae/cantillans,1,#N/A,24935
avibase-640E47B9,Phoeniculus sp.,1,#N/A,9427
avibase-68DF97EF,Locustella sp.,1,#N/A,23431
avibase-71579DD9,Treron sp.,1,#N/A,2587
avibase-75A6AC94,Sula sp.,1,#N/A,7192
avibase-7FD5382B,Lybiidae sp.,1,#N/A,10468
avibase-8A809633,Iduna/Hippolais/Acrocephalus sp.,1,#N/A,23359
avibase-959151D9,Lanius phoenicuroides/isabellinus,1,#N/A,20646
avibase-AB031597,Oenanthe oenanthe/seebohmi,1,#N/A,29287
avibase-B78765A2,Phylloscopus trochilus/collybita/ibericus,1,#N/A,24446
avibase-BD0C066C,Pycnonotidae sp. (greenbul sp.),1,#N/A,24030
avibase-CF292C9B,Ficedula sp.,1,#N/A,29098
avibase-D8E1D9AB,Anatidae sp.,1,#N/A,751
avibase-D93A8052,Cinnyris sp.,1,#N/A,29990
avibase-E5DA2CC4,Chrysococcyx sp.,1,#N/A,3330
avibase-E6E02622,Ciconiidae sp.,1,#N/A,7144
avibase-EFEB41C1,Oceanitidae/Hydrobatidae sp. (white-rumped),1,#N/A,6922
avibase-24698199,Melanitta nigra,1,1001,695
avibase-3D386DBA,Streptopelia hypopyrrha,382,1002,2041
avibase-AB8E1D95,Caprimulgus pectoralis,4,313,3699
avibase-E3C780D6,Caprimulgus tristigma,4,1005,3737
avibase-91429F78,Tachymarptis aequatorialis,12,1006,4064
avibase-FF79A533,Apus horus,87,1007,4126
avibase-BC4B1C57,Apus horus,29,1007,4127
avibase-99B8841E,Grus grus,1,1008,5686
avibase-264D0351,Anarhynchus asiaticus,5,1009,5872
avibase-29B03FAE,Microparra capensis,8,1010,5966
avibase-ACC99F35,Calidris melanotos,2,1011,6188
avibase-01060BFD,Calidris mauri,1,1012,6192
avibase-7D1A9D5C,Stercorarius maccormicki,20,1013,6332
avibase-00DA9D91,Larus canus,3,1014,6471
avibase-F4D98B48,Larus canus,1,1014,6472
avibase-0A4609D1,Sula sula,26,1015,7168
avibase-3BD34DA7,Sula sula,3,1015,7169
avibase-158BDC90,Aegypius monachus,3,1016,7738
avibase-7DF00403,Hieraaetus ayresii,1,1018,7863
avibase-05F11441,Aquila fasciata,39,1019,7887
avibase-2A6A96E6,Bubo ascalaphus,2,1021,8736
avibase-7FED5700,Apaloderma narina,47,1022,9241
avibase-C05BF908,Ceratogymna atrata,2,1024,9485
avibase-8DB3F1A2,Prodotiscus regulus,3,1028,10742
avibase-4373396F,Indicator willcocksi,28,1029,10749
avibase-E294BEED,Laniarius turatii,18,1030,19730
avibase-B2A324BF,Alaemon alaudipes,2,381,21932
avibase-1CB41EB5,Prinia fluviatilis,639,1033,22893
avibase-AC11EBBB,Petrochelidon preussi,5,1038,23851
avibase-D3D4D1B7,Chlorocichla simplex,1,1039,23924
avibase-0DCD05BE,Curruca curruca,8,1041,24880
avibase-6AF31870,Curruca curruca,4,1041,24885
avibase-D8E180FB,Curruca curruca,3,1041,24881
avibase-6A3CA06B,Ficedula parva,1,1044,29055
avibase-612B5C24,Phoenicurus ochruros,1,1045,29117
avibase-6ADB636C,Oenanthe heuglinii,7,1046,29295
avibase-14873249,Anthus pratensis,1,1051,31332
avibase-45059BE8,Emberiza cabanisi,4,1052,32224